algorithm,date,iteration,seed,size,temperature
SimulatedAnnealing,20211119172526_639,935252,16373391241956310,100,-1.0
SimulatedAnnealing,20211119172527_842,139841,16373391275738010,60,-1.0
SimulatedAnnealing,20211119172536_083,386515,16373391353368440,60,-1.0
SimulatedAnnealing,20211119172538_089,1043256,16373391360840600,80,-1.0
SimulatedAnnealing,20211119172538_091,738,16373391380906590,100,-1.0
SimulatedAnnealing,20211209101121_259,118940,16390410401674800,500,-1.0
SimulatedAnnealing,20211209101123_762,71046,16390410821275260,300,-1.0
SimulatedAnnealing,20211209101123_775,1653,16390410837649428,100,-1.0
SimulatedAnnealing,20211209101123_841,4967,16390410837761020,300,-1.0
SimulatedAnnealing,20211209101124_233,36200,16390410838444080,500,-1.0
SimulatedAnnealing,20211209101124_261,3519,16390410842343530,500,-1.0
SimulatedAnnealing,20211209101124_358,9313,16390410842631150,500,-1.0
SimulatedAnnealing,20211209101124_418,4170,16390410843615070,200,-1.0
SimulatedAnnealing,20211209101124_462,2704,16390410844197710,200,-1.0
SimulatedAnnealing,20211209101137_569,825770,16390410844668600,400,-1.0
SimulatedAnnealing,20211209101333_321,8957123,16390410975727078,500,-1.0
SimulatedAnnealing,20211209101334_39,1919,16390412143651510,200,-1.0
SimulatedAnnealing,20211209101334_453,2849,16390412144152810,300,-1.0
SimulatedAnnealing,20211209101334_741,12260,16390412144769868,300,-1.0
SimulatedAnnealing,20211209101335_717,13464,16390412147522220,300,-1.0
SimulatedAnnealing,20211209101404_713,2764128,16390412166195230,400,-1.0
SimulatedAnnealing,20211209101404_899,71868,16390412447666850,500,-1.0
SimulatedAnnealing,20211209101404_917,8895,16390412449009320,500,-1.0
SimulatedAnnealing,20211209101404_939,8705,16390412449187260,300,-1.0
SimulatedAnnealing,20211209101404_976,2104,16390412449700120,200,-1.0
SimulatedAnnealing,20211209101405_01,3057,16390412449776240,200,-1.0
SimulatedAnnealing,20211209101405_016,3049,16390412450110860,400,-1.0
SimulatedAnnealing,20211209101405_058,20091,16390412450174740,300,-1.0
SimulatedAnnealing,20211209101408_338,1005962,16390412450598710,200,-1.0
SimulatedAnnealing,20211209101408_349,4435,16390412483395190,400,-1.0
SimulatedAnnealing,20211209101408_398,16977,16390412483505110,200,-1.0
SimulatedAnnealing,20211209101408_459,25657,16390412483992190,400,-1.0
SimulatedAnnealing,20211209101408_493,5832,16390412484792540,400,-1.0
SimulatedAnnealing,20211209101408_506,5530,16390412484938140,300,-1.0
SimulatedAnnealing,20211209101408_513,2704,16390412485069990,300,-1.0
SimulatedAnnealing,20211209101409_335,225684,16390412485142870,400,-1.0
SimulatedAnnealing,20211209101409_723,89174,16390412493366110,100,-1.0
SimulatedAnnealing,20211209101409_759,12317,16390412497253530,500,-1.0
SimulatedAnnealing,20211209101411_132,360581,16390412497615040,300,-1.0
SimulatedAnnealing,20211209101411_634,75526,16390412511342772,400,-1.0
SimulatedAnnealing,20211209101416_163,1711243,16390412516689200,300,-1.0
SimulatedAnnealing,20211209101416_178,2222,16390412561739110,100,-1.0
SimulatedAnnealing,20211209101416_195,6817,16390412561791830,100,-1.0
SimulatedAnnealing,20211209101416_216,6269,16390412561962060,200,-1.0
SimulatedAnnealing,20211209101416_23,2626,16390412562193530,400,-1.0
SimulatedAnnealing,20211209101416_866,313553,16390412562314210,200,-1.0
SimulatedAnnealing,20211209101416_918,27511,16390412568669950,500,-1.0
SimulatedAnnealing,20211209101416_936,3262,16390412569317520,400,-1.0
SimulatedAnnealing,20211209101416_939,663,16390412569375210,100,-1.0
SimulatedAnnealing,20211209101417_0,30457,16390412569411098,100,-1.0
SimulatedAnnealing,20211209101417_046,26515,16390412570016192,200,-1.0
SimulatedAnnealing,20211209101417_085,19682,16390412570467260,200,-1.0
SimulatedAnnealing,20211209101421_623,2643361,16390412570980080,500,-1.0
SimulatedAnnealing,20211209101421_644,5488,16390412616253870,100,-1.0
SimulatedAnnealing,20211209101421_669,6283,16390412616481530,100,-1.0
SimulatedAnnealing,20211209101421_689,1157,16390412616845730,100,-1.0
SimulatedAnnealing,20211209101421_698,1690,16390412616920310,100,-1.0
SimulatedAnnealing,20211209101421_704,1181,16390412616997170,100,-1.0
SimulatedAnnealing,20211209101423_204,730762,16390412617060102,500,-1.0
SimulatedAnnealing,20211209101423_257,22852,16390412632051662,400,-1.0
SimulatedAnnealing,20211209133834_583,82677,16390535137012640,300,-1.0
SimulatedAnnealing,20211209133835_488,1411,16390535154863050,200,-1.0
SimulatedAnnealing,20211209133835_55,43865,16390535154895980,200,-1.0
SimulatedAnnealing,20211209133835_602,20388,16390535155510960,400,-1.0
SimulatedAnnealing,20211210100835_652,11449,16391273149016820,150,-1.0
SimulatedAnnealing,20211210100836_787,21242,16391273167340130,200,-1.0
SimulatedAnnealing,20211210100836_8,6623,16391273167879470,100,-1.0
SimulatedAnnealing,20211210100836_82,9962,16391273168011040,100,-1.0
SimulatedAnnealing,20211210161830_816,57114,16391495107025530,100,-1.0
SimulatedAnnealing,20211210161836_078,2843164,16391495110483010,100,-1.0
SimulatedAnnealing,20211210163203_931,12312,16391503238974090,100,-1.0
SimulatedAnnealing,20211210163204_593,42914,16391503245004390,120,-1.0
SimulatedAnnealing,20211210163347_509,69595,16391504272988450,120,-1.0
SimulatedAnnealing,20211210163347_978,124823,16391504275517320,120,-1.0
SimulatedAnnealing,20211210163348_076,3261,16391504280703790,100,-1.0
SimulatedAnnealing,20211210163348_327,60507,16391504282144840,120,-1.0
SimulatedAnnealing,20211210163348_758,179286,16391504284154850,120,-1.0
SimulatedAnnealing,20211210163348_936,44028,16391504288581318,120,-1.0
SimulatedAnnealing,20211210163349_184,30122,16391504291173520,100,-1.0
SimulatedAnnealing,20211210163349_499,36545,16391504294226840,100,-1.0
SimulatedAnnealing,20211210163349_7,25783,16391504296571320,100,-1.0
SimulatedAnnealing,20211210163349_735,10044,16391504297015900,100,-1.0
SimulatedAnnealing,20211210163444_294,241496,16391504838661520,100,-1.0
SimulatedAnnealing,20211210163444_325,15824,16391504842993900,100,-1.0
SimulatedAnnealing,20211210163446_681,1106140,16391504847308860,120,-1.0
SimulatedAnnealing,20211210163446_866,13350,16391504868448040,120,-1.0
SimulatedAnnealing,20211210163447_334,253738,16391504868821320,100,-1.0
SimulatedAnnealing,20211210163447_739,88866,16391504875661950,100,-1.0
SimulatedAnnealing,20211210163447_92,8930,16391504879042670,100,-1.0
SimulatedAnnealing,20211210163448_468,315559,16391504879211668,120,-1.0
SimulatedAnnealing,20211210163448_751,110352,16391504885644680,120,-1.0
SimulatedAnnealing,20211210163449_416,347937,16391504888009400,120,-1.0
SimulatedAnnealing,20211210163909_807,974172,16391507479325768,120,-1.0
SimulatedAnnealing,20211210163910_683,335432,16391507501165760,100,-1.0
SimulatedAnnealing,20211210163928_135,912258,16391507665584372,100,-1.0
SimulatedAnnealing,20211210163933_999,560960,16391507730708310,120,-1.0
SimulatedAnnealing,20211210163940_554,3130852,16391507751217320,120,-1.0
SimulatedAnnealing,20211210163943_024,1237998,16391507809185218,100,-1.0
SimulatedAnnealing,20211210163947_887,1979527,16391507845343968,120,-1.0
SimulatedAnnealing,20211210164007_39,3026022,16391508022642710,120,-1.0
SimulatedAnnealing,20211210164010_044,852811,16391508085774970,100,-1.0
SimulatedAnnealing,20211210164015_687,920025,16391508140189300,100,-1.0
SimulatedAnnealing,20211210164200_566,31154,16391509205008112,120,-1.0
SimulatedAnnealing,20211210164211_421,1238784,16391509293165200,120,-1.0
SimulatedAnnealing,20211210164213_037,514642,16391509321505670,100,-1.0
SimulatedAnnealing,20211210164215_04,446464,16391509342781140,120,-1.0
SimulatedAnnealing,20211210164215_625,199295,16391509352999940,100,-1.0
SimulatedAnnealing,20211210164222_403,1151437,16391509404090878,100,-1.0
SimulatedAnnealing,20211210164222_751,205823,16391509424042348,100,-1.0
SimulatedAnnealing,20211210164225_515,364909,16391509449255410,120,-1.0
SimulatedAnnealing,20211210164227_493,548532,16391509464824368,100,-1.0
SimulatedAnnealing,20211210164228_191,97647,16391509480486690,120,-1.0
SimulatedAnnealing,20211210164315_747,360934,16391509951014950,100,-1.0
SimulatedAnnealing,20211210164332_691,949948,16391510109629840,100,-1.0
SimulatedAnnealing,20211210164345_676,1897144,16391510223585370,200,-1.0
SimulatedAnnealing,20211210164347_934,19509,16391510278805940,100,-1.0
SimulatedAnnealing,20211210164608_828,82660892,16391510279356160,200,-1.0
SimulatedAnnealing,20211210164728_224,45867577,16391511688303690,200,-1.0
SimulatedAnnealing,20211210164817_737,8768346,16391512826204742,200,-1.0
SimulatedAnnealing,20211210164946_032,26433364,16391513423621080,200,-1.0
SimulatedAnnealing,20211210164946_18,79838,16391513860337370,100,-1.0
SimulatedAnnealing,20211210164953_371,434214,16391513925950120,100,-1.0
SimulatedAnnealing,20211210165101_408,295643,16391514609208980,200,-1.0
SimulatedAnnealing,20211210165101_744,67482,16391514616383620,100,-1.0
SimulatedAnnealing,20211210165101_902,13891,16391514618796452,100,-1.0
SimulatedAnnealing,20211210165102_067,89173,16391514619033280,200,-1.0
SimulatedAnnealing,20211210165108_68,1197929,16391514667527658,200,-1.0
SimulatedAnnealing,20211210165108_849,6855,16391514688389780,100,-1.0
SimulatedAnnealing,20211210165109_481,57967,16391514693902340,200,-1.0
SimulatedAnnealing,20211210165111_408,3590,16391514714019402,100,-1.0
SimulatedAnnealing,20211210165111_448,7264,16391514714361010,100,-1.0
SimulatedAnnealing,20211210165112_337,81254,16391514722096060,200,-1.0
SimulatedAnnealing,20211210165212_588,800608,16391515312320840,200,-1.0
SimulatedAnnealing,20211210165214_623,748068,16391515332329472,100,-1.0
SimulatedAnnealing,20211210165241_428,235141,16391515610144000,100,-1.0
SimulatedAnnealing,20211210165252_886,4429693,16391515658595400,200,-1.0
SimulatedAnnealing,20211210165253_37,225241,16391515729908690,100,-1.0
